Crop,N,P,K,pH,Temperature,Humidity,Rainfall,Yield_tons_per_hectare
Tomato,91.49,65.39,125.25,6.25,21.83,75.6,92.06,2.65
Soybean,58.44,96.64,56.9,6.19,23.06,64.86,198.64,1.52
Maize,129.96,58.77,49.69,6.66,17.54,61.0,175.02,3.57
Wheat,140.6,78.39,58.43,7.12,9.19,55.79,200.24,2.51
Onion,77.88,95.55,86.38,7.03,27.69,42.74,60.62,1.26
Groundnut,22.92,40.2,0.0,6.39,29.72,76.02,60.58,1.18
Wheat,39.6,54.13,78.02,6.69,30.72,57.43,157.35,2.01
Onion,108.62,10.41,63.87,7.16,28.8,54.8,108.03,1.71
Onion,113.27,32.69,2.16,6.97,21.24,59.33,138.2,1.53
Onion,60.42,11.37,27.42,8.0,25.61,66.89,90.92,1.39
Onion,135.02,40.19,61.54,6.63,31.7,72.42,162.28,1.5
Onion,131.74,43.75,52.2,7.62,16.79,67.03,121.9,1.86
Rice,66.48,81.73,14.1,7.23,34.08,99.01,120.59,2.22
Soybean,124.76,22.46,17.87,6.26,26.96,85.92,120.74,1.39
Potato,159.34,89.39,108.82,5.91,8.22,65.82,221.01,2.28
Rice,70.32,62.36,17.4,6.39,28.69,75.59,205.04,2.8
Soybean,38.02,63.63,23.43,6.58,32.87,67.19,71.43,1.67
Groundnut,5.04,61.89,37.04,7.05,32.81,58.47,135.78,1.26
Cotton,101.02,42.77,85.33,7.72,31.99,64.22,166.15,2.39
Rice,45.82,74.02,76.09,6.38,26.15,86.12,227.54,2.24
Groundnut,0.0,56.11,51.03,6.56,28.75,57.29,149.7,1.29
Wheat,106.05,56.39,25.08,6.91,23.44,63.4,226.03,2.51
Groundnut,44.62,65.85,86.86,6.27,21.78,68.48,193.29,1.08
Sugarcane,225.23,124.57,120.34,7.26,26.51,74.19,272.93,7.37
Wheat,130.02,52.4,71.11,7.43,21.9,51.64,140.93,2.95
Tomato,78.51,18.14,110.16,6.76,27.03,59.23,156.88,2.3
Groundnut,0.0,78.49,43.17,6.0,25.11,39.85,129.67,1.26
Maize,144.18,95.57,22.32,6.5,20.75,62.21,183.37,3.47
Rice,69.59,22.45,73.72,7.71,28.72,72.43,273.77,2.38
Groundnut,19.96,36.08,16.81,6.06,22.68,60.13,101.36,1.31
Onion,88.88,45.38,66.2,6.73,26.12,70.86,128.58,2.06
Groundnut,0.0,40.54,75.27,6.07,12.92,57.97,106.75,0.55
Maize,190.02,55.73,56.57,6.69,18.56,54.29,133.25,3.67
Potato,145.57,69.56,81.31,6.6,25.32,86.85,174.62,2.31
Potato,113.52,75.08,86.32,5.09,23.29,68.04,209.8,2.36
Maize,166.7,82.26,37.69,7.73,25.22,68.02,147.55,3.41
Maize,164.32,74.35,34.21,6.08,18.65,76.96,149.34,3.49
Wheat,163.51,37.56,45.46,6.62,28.09,79.93,187.58,2.51
Potato,132.59,118.95,105.35,6.43,17.47,72.32,233.15,2.29
Rice,123.54,45.11,23.03,6.21,28.51,73.73,144.63,3.01
Cotton,83.65,52.76,75.92,6.71,35.25,43.83,133.08,2.33
Sugarcane,198.37,74.06,117.42,7.57,26.62,82.07,268.75,7.11
Rice,54.38,62.77,46.19,6.22,23.71,74.85,177.78,2.67
Sugarcane,147.75,122.8,119.41,6.56,30.68,65.98,236.92,6.91
Rice,67.16,80.06,31.19,6.1,24.19,90.44,117.39,2.52
Groundnut,73.4,54.88,43.84,7.27,28.23,52.92,85.9,0.93
Cotton,137.68,61.49,92.49,7.61,25.93,45.55,117.41,1.89
Onion,104.95,72.64,46.64,6.87,21.53,73.03,66.61,1.36
Soybean,94.13,79.76,58.93,6.18,20.32,74.94,137.07,1.89
Onion,154.67,31.06,85.5,6.82,12.82,63.21,147.97,1.3
Potato,105.76,76.71,82.86,6.25,21.87,64.44,114.71,2.34
Cotton,74.23,28.36,46.43,7.18,29.55,48.16,120.25,2.38
Rice,50.78,0.97,49.1,6.44,24.45,86.52,241.96,2.13
Sugarcane,180.42,146.35,111.67,7.54,35.86,75.17,289.83,7.15
Cotton,116.17,43.56,73.44,6.71,28.06,43.32,80.47,2.24
Groundnut,1.69,39.9,36.72,6.4,31.75,55.36,166.76,1.49
Rice,95.12,43.07,46.38,7.09,34.12,93.35,202.07,3.26
Groundnut,70.31,37.53,33.63,6.21,31.5,69.15,88.46,0.85
Cotton,107.39,31.63,40.2,6.37,29.63,68.61,121.94,2.18
Wheat,155.49,29.11,70.4,6.99,22.83,55.17,109.1,2.49
Groundnut,79.48,67.22,29.85,5.53,18.59,73.16,52.25,0.86
Soybean,119.64,27.72,79.85,6.37,20.26,67.53,93.87,1.65
Soybean,60.56,21.77,45.59,5.82,27.02,58.13,105.6,1.85
Potato,143.63,85.01,113.61,5.42,17.68,41.7,162.37,2.28
Soybean,50.5,66.31,73.45,6.26,21.28,71.65,63.22,1.65
Groundnut,66.67,51.24,2.41,5.3,27.81,68.62,19.12,1.1
Maize,189.91,107.76,56.62,7.05,14.33,86.0,151.23,3.02
Potato,142.34,110.23,144.16,6.06,22.99,75.43,98.11,2.4
Potato,131.34,110.71,125.97,6.31,27.14,97.32,141.24,1.92
Groundnut,0.0,94.89,31.21,6.77,23.29,75.38,64.99,0.83
Onion,93.74,39.36,61.93,6.77,25.14,62.09,66.74,1.68
Cotton,161.35,54.5,30.32,6.74,28.48,73.45,171.43,1.69
Wheat,192.55,59.38,84.93,6.42,8.01,45.92,-12.52,2.58
Soybean,86.44,41.51,59.05,6.59,29.1,82.1,115.5,1.79
Wheat,144.83,76.05,62.01,8.09,17.81,51.0,170.9,2.52
Soybean,94.87,43.34,42.0,7.45,23.97,62.01,188.53,1.69
Tomato,99.21,71.53,98.77,7.11,20.26,75.96,96.69,2.51
Maize,186.1,59.01,55.56,6.88,19.65,74.66,208.01,3.14
Onion,108.32,34.54,71.94,6.08,20.22,68.62,102.72,1.88
Cotton,54.45,83.04,80.5,7.68,32.37,54.88,55.79,1.77
Groundnut,77.69,77.71,27.61,4.79,25.94,57.12,87.51,1.04
Wheat,146.29,79.81,68.91,6.1,18.29,83.04,168.71,2.64
Wheat,130.78,68.31,12.34,6.88,19.81,72.81,152.38,2.19
Groundnut,42.9,33.92,15.66,5.78,29.71,72.59,124.15,1.48
Cotton,114.19,52.03,83.94,5.79,28.56,44.55,178.15,2.22
Cotton,100.93,19.9,90.34,7.31,30.78,46.87,81.32,2.16
Potato,129.17,88.7,56.78,5.76,26.98,79.39,158.34,2.53
Tomato,49.92,43.69,71.98,6.93,28.38,61.34,169.9,2.29
Soybean,116.35,39.35,47.53,6.25,31.28,64.77,127.88,1.93
Maize,166.36,87.74,54.22,6.59,23.25,65.26,192.48,3.65
Potato,150.58,49.65,113.35,6.09,23.01,75.0,63.08,2.14
Groundnut,24.0,64.86,0.0,6.22,29.57,53.39,103.73,1.25
Potato,128.11,71.83,85.79,6.34,14.33,65.97,238.4,2.42
Rice,24.15,24.7,44.85,6.66,20.55,91.59,241.26,2.72
Groundnut,70.7,59.05,48.97,6.98,32.51,51.58,131.66,0.98
Tomato,135.12,69.53,52.33,6.44,25.33,65.64,135.74,2.84
Soybean,79.08,64.49,77.67,6.74,27.0,60.42,163.55,2.03
Cotton,138.51,50.94,33.67,6.15,31.68,49.3,141.84,2.06
Rice,74.99,38.07,22.69,6.49,25.08,76.28,183.82,3.13
Wheat,147.67,57.4,80.47,7.77,24.27,65.34,166.34,2.78
Soybean,82.68,79.69,62.28,6.32,30.48,70.91,124.69,1.88
Groundnut,34.98,69.93,57.78,6.38,30.0,72.72,92.5,1.27
Onion,139.03,39.4,36.19,5.9,24.86,48.79,62.49,1.74
Maize,171.66,56.97,47.32,6.36,22.26,67.66,154.92,3.62
Rice,36.06,62.66,50.2,6.9,34.45,71.75,182.08,2.22
Maize,244.21,67.01,70.77,6.18,29.98,83.58,176.99,2.89
Tomato,115.84,15.46,79.24,6.91,23.82,67.16,146.38,2.74
Potato,100.2,81.78,148.72,5.33,17.57,94.42,205.21,1.97
Rice,86.18,39.96,25.04,6.46,26.6,81.13,162.58,2.97
Maize,148.76,104.3,51.64,6.63,28.77,63.42,273.4,3.57
Wheat,141.01,44.91,70.06,7.14,19.72,54.98,118.1,2.73
Sugarcane,218.87,97.46,105.75,7.18,30.49,73.0,250.9,8.27
Groundnut,39.35,62.91,48.76,6.07,33.47,57.09,152.75,1.43
Groundnut,1.2,57.31,17.91,6.47,21.03,56.81,28.41,1.74
Soybean,30.38,60.2,72.87,7.02,30.26,66.83,197.55,1.87
Tomato,126.37,64.81,73.92,6.05,30.19,83.12,75.79,2.74
Rice,75.7,39.35,41.29,6.97,24.26,71.54,261.83,3.24
Tomato,82.11,50.3,73.4,7.28,28.62,81.48,161.0,2.77
Maize,129.36,66.03,30.2,6.69,28.42,66.35,245.57,3.31
Potato,165.01,55.03,101.88,6.37,16.93,80.51,102.01,1.94
Groundnut,46.71,84.88,20.08,6.81,27.22,46.64,43.42,1.23
Groundnut,17.87,23.74,6.12,5.78,27.97,59.94,74.94,1.31
Potato,181.2,87.88,97.57,6.46,13.2,72.75,139.95,2.03
Wheat,107.4,18.5,98.24,6.53,27.93,60.38,178.24,2.16
Tomato,126.24,73.01,93.29,6.89,22.16,65.2,40.29,2.81
Maize,182.47,102.32,56.1,6.42,16.51,75.42,90.19,3.22
Onion,93.27,48.61,50.72,6.87,9.92,65.15,-11.48,1.95
Groundnut,13.35,6.86,23.72,5.91,32.95,61.97,117.22,1.46
Soybean,77.12,75.08,63.68,5.86,33.36,55.8,175.87,1.62
Groundnut,48.04,87.24,35.74,6.07,30.05,56.71,190.91,1.32
Cotton,90.39,39.19,51.34,6.69,26.25,50.12,87.09,2.65
Sugarcane,169.1,102.93,111.85,7.52,29.71,72.59,272.58,7.56
Wheat,112.23,28.76,50.64,6.43,16.66,60.33,167.94,2.97
Rice,63.88,55.49,46.12,7.15,30.88,69.92,113.85,3.03
Maize,134.15,50.39,24.65,6.88,32.54,60.91,209.51,3.33
Potato,111.32,94.7,78.11,6.01,16.29,83.93,97.09,2.24
Onion,74.81,39.78,0.0,7.85,24.75,57.33,43.77,1.37
Soybean,101.51,22.16,47.17,7.39,20.33,70.8,240.17,1.87
Onion,103.78,60.13,41.98,7.45,20.0,45.41,80.43,1.63
Wheat,111.56,54.82,83.95,7.35,21.32,59.97,97.06,2.25
Cotton,103.39,65.89,67.83,6.73,30.32,54.17,204.29,2.52
Cotton,128.79,65.15,44.2,7.33,29.88,61.06,144.63,2.16
Potato,231.03,78.48,118.73,5.76,21.95,84.39,168.22,2.41
Sugarcane,173.47,90.26,104.25,7.64,30.9,87.86,216.92,7.26
Tomato,129.24,58.46,90.86,6.49,22.3,69.25,121.44,2.8
Cotton,93.91,41.93,87.13,7.1,39.28,56.61,92.46,2.76
Potato,162.41,99.8,111.84,6.31,20.68,63.98,168.38,2.0
Sugarcane,194.77,85.49,107.15,7.37,32.41,77.87,219.66,7.56
Wheat,147.61,81.36,37.06,6.23,16.37,70.45,210.74,2.24
Maize,159.22,106.69,58.31,7.51,29.99,55.9,170.5,3.46
Wheat,123.12,78.33,68.17,5.53,13.44,38.13,158.77,2.69
Potato,158.5,60.82,113.48,6.36,11.72,60.34,149.99,2.61
Maize,200.99,81.27,35.4,7.24,22.74,57.32,72.8,3.34
Potato,131.1,81.93,54.01,6.08,5.84,85.88,176.09,2.06
Wheat,136.88,40.44,61.45,7.4,4.53,55.53,148.87,2.54
Groundnut,73.71,27.52,27.58,5.24,34.55,57.54,78.08,0.98
Groundnut,49.09,56.95,92.96,6.43,24.67,54.39,80.36,0.86
Wheat,121.2,75.67,47.73,6.6,27.58,45.74,46.61,2.38
Onion,53.79,57.72,42.79,6.69,27.76,58.09,138.75,1.95
Onion,86.33,64.74,45.16,7.26,14.14,48.54,80.44,1.56
Cotton,84.5,45.61,84.4,6.8,23.88,51.48,81.54,2.06
Cotton,51.61,51.39,58.63,7.48,20.76,49.58,210.65,1.86
Maize,142.9,45.68,23.03,7.57,25.86,66.34,95.18,3.43
Maize,184.72,92.99,63.37,6.24,26.57,71.68,90.28,3.12
Groundnut,56.64,67.52,9.03,6.6,27.48,67.81,68.27,1.27
Onion,125.31,42.97,50.36,6.48,30.26,63.8,53.9,1.62
Sugarcane,203.8,115.07,73.28,8.12,31.54,79.66,245.14,7.38
Wheat,115.55,80.36,59.84,7.38,17.83,61.96,109.8,3.01
Sugarcane,174.99,93.5,93.7,7.02,33.61,71.83,319.7,7.31
Maize,155.08,54.48,58.42,6.79,24.22,76.88,147.28,3.81
Sugarcane,176.93,102.25,76.09,6.87,29.59,93.15,255.04,7.74
Potato,156.61,72.26,130.79,6.22,14.79,79.71,135.37,1.89
Rice,108.08,61.9,76.76,6.71,26.76,88.35,242.49,2.79
Groundnut,28.66,46.69,25.69,6.47,19.26,67.76,129.39,1.73
Onion,104.15,80.66,67.44,6.5,19.05,56.2,127.56,1.46
Tomato,152.5,86.46,62.42,6.41,24.08,78.84,200.47,2.13
Groundnut,20.45,44.68,11.99,5.96,29.14,57.21,22.77,1.98
Potato,157.99,82.23,78.04,6.13,17.18,56.11,96.49,2.48
Onion,158.32,57.34,72.06,6.72,21.57,75.91,183.14,1.78
Maize,118.01,68.66,55.55,6.67,26.94,73.21,230.14,4.0
Tomato,110.12,32.72,87.16,7.44,21.62,76.87,154.79,2.67
Wheat,120.21,41.53,14.37,6.44,18.05,70.97,144.84,2.39
Wheat,93.27,73.14,87.17,7.53,23.03,45.24,132.42,2.88
Cotton,133.66,19.25,68.89,7.18,24.19,31.91,124.94,1.88
Soybean,56.48,52.91,47.33,6.5,21.58,67.8,42.13,1.99
Potato,64.31,74.21,118.38,5.47,21.58,86.56,-15.39,1.92
Onion,13.73,47.64,49.86,5.56,31.62,67.86,57.55,1.8
Soybean,26.13,35.42,4.01,7.4,27.66,76.59,145.05,1.55
Soybean,82.34,65.42,52.15,6.2,25.77,72.74,135.53,1.83
Tomato,79.65,81.66,73.86,6.79,18.54,55.27,77.82,2.44
Wheat,100.05,85.88,63.59,7.92,22.02,35.87,202.8,2.26
Maize,156.92,54.51,92.85,7.52,21.29,63.73,192.23,3.45
Groundnut,30.87,29.5,25.65,6.2,33.17,64.28,61.33,1.67
Wheat,108.39,77.81,110.54,6.82,24.01,52.55,144.39,2.4
Potato,144.19,129.26,93.87,6.29,8.35,79.32,207.1,2.0
Potato,74.69,79.23,100.34,6.36,28.05,71.2,107.19,1.86
Onion,105.94,59.59,39.09,7.19,24.33,65.43,54.88,1.71
Groundnut,0.0,54.72,40.53,6.29,29.52,63.86,94.48,1.38
Maize,107.87,58.33,51.01,6.43,29.3,58.41,190.82,3.6
Onion,122.39,68.02,63.88,5.75,27.97,80.27,75.89,1.68
Tomato,93.28,21.03,65.23,6.23,22.23,60.41,83.33,2.44
Maize,126.89,80.87,63.63,7.99,30.63,67.43,148.99,3.55
Maize,159.8,59.73,65.67,6.1,23.78,70.56,165.62,3.58
Soybean,75.87,43.29,73.48,5.99,27.59,74.14,82.57,1.91
Onion,72.71,77.82,27.22,6.47,15.88,51.42,179.56,1.59
Rice,84.21,26.87,58.15,6.09,31.97,71.27,167.77,3.15
Wheat,145.91,71.95,39.01,6.78,20.78,51.51,218.55,2.08
Onion,76.64,39.81,0.0,6.1,25.13,65.3,178.66,1.78
Maize,162.99,76.26,51.32,5.47,18.03,66.01,210.8,3.76
Cotton,73.23,68.75,99.65,7.47,32.95,49.41,173.8,2.02
Maize,165.35,77.31,47.57,6.37,24.59,74.87,157.93,3.95
Maize,172.11,64.02,77.78,6.62,32.55,69.34,179.21,3.24
Groundnut,27.35,45.92,14.83,6.09,22.98,65.86,165.31,1.27
Sugarcane,251.37,97.43,80.5,7.58,27.77,74.18,229.79,7.06
Groundnut,51.72,44.27,11.27,6.48,20.97,48.47,159.63,0.99
Onion,30.51,62.46,43.92,6.69,20.43,67.32,62.36,1.86
Cotton,55.71,58.9,82.84,6.62,22.88,65.17,70.46,1.93
Wheat,146.62,60.69,24.06,7.87,17.35,55.97,162.79,2.66
Cotton,158.83,16.8,86.52,7.37,27.31,62.87,166.71,1.54
Sugarcane,252.49,68.82,77.29,7.07,39.62,71.92,248.4,7.04
Onion,90.99,26.43,41.66,7.49,22.35,84.31,136.9,1.59
Cotton,101.53,32.94,56.63,9.24,33.09,63.61,88.84,2.5
Maize,182.98,107.63,86.66,6.06,19.45,54.96,132.8,3.02
Cotton,83.0,91.45,108.09,7.0,37.78,69.88,97.46,1.43
Tomato,113.46,47.11,84.13,6.54,24.32,75.24,59.37,2.87
Onion,86.81,54.0,69.15,6.19,20.59,63.81,74.29,1.95
Wheat,98.39,48.89,45.8,7.55,17.54,64.6,248.79,2.57
Onion,133.36,83.43,70.54,6.79,25.21,52.13,61.0,1.37
Maize,217.22,53.75,33.45,6.28,27.8,66.43,234.34,3.34
Tomato,78.59,43.85,107.31,6.4,29.94,68.5,71.62,2.37
Tomato,90.96,48.69,84.02,6.76,16.05,69.83,90.67,2.51
Maize,153.98,58.99,77.64,7.39,30.91,60.05,131.88,3.46
Maize,145.49,57.82,26.49,6.78,22.98,71.88,213.26,3.77
Tomato,82.22,68.02,65.45,5.89,21.86,80.69,101.38,2.91
Tomato,136.47,52.12,103.2,6.72,19.34,88.59,132.97,2.65
Groundnut,4.33,73.59,50.35,6.51,24.46,68.34,145.59,1.1
Tomato,77.49,71.63,48.53,6.58,21.76,82.19,100.36,2.69
Rice,64.57,60.0,81.21,5.97,29.46,107.49,203.33,2.54
Rice,103.65,40.82,5.86,7.07,17.99,75.83,260.37,2.63
Wheat,99.19,77.59,42.98,6.39,21.37,58.17,87.82,2.7
Rice,93.93,32.8,34.17,6.74,33.95,77.17,232.73,3.24
Tomato,146.38,60.79,61.75,6.27,25.71,88.18,95.8,2.85
Cotton,90.16,52.21,100.31,7.38,21.79,49.28,182.81,2.21
Sugarcane,165.53,83.62,114.07,7.7,30.09,99.75,291.21,7.14
Tomato,95.53,40.5,86.71,6.26,32.37,84.66,151.65,2.33
Soybean,59.83,85.11,38.74,7.06,28.37,70.52,94.86,1.82
Tomato,125.69,80.65,62.29,6.37,24.22,76.63,74.58,2.41
Rice,100.22,9.64,65.7,6.42,20.26,75.2,218.96,2.43
Potato,150.6,94.8,95.96,5.53,16.51,89.15,234.25,1.92
Onion,132.73,55.0,68.48,6.52,13.16,70.84,52.95,1.35
Cotton,60.45,62.02,72.79,7.39,31.35,50.79,116.48,2.05
Cotton,93.69,30.65,77.81,7.54,23.92,67.81,125.68,2.28
Potato,99.02,43.85,102.88,6.39,14.64,91.7,186.75,1.89
Sugarcane,200.93,149.54,75.15,7.46,28.39,82.07,313.36,6.93
Soybean,113.57,104.42,51.33,6.89,23.05,70.19,121.17,1.9
Cotton,136.14,47.81,100.67,7.77,32.23,49.84,89.41,1.9
Potato,178.47,55.76,113.54,5.46,22.12,75.17,216.68,2.38
Wheat,163.05,89.22,62.87,6.42,14.74,39.13,95.82,2.42
Rice,63.21,36.4,49.85,6.35,22.39,79.47,155.08,3.04
Maize,190.28,64.59,85.42,7.52,22.1,53.89,177.37,3.48
Potato,135.29,98.16,124.17,5.61,14.62,82.13,157.59,2.09
Soybean,69.43,58.59,18.7,6.88,23.61,42.16,128.81,1.74
Potato,200.66,68.29,78.05,6.25,14.7,67.21,175.48,1.92
Potato,106.28,114.52,111.59,5.87,17.98,80.06,198.67,1.97
Sugarcane,210.98,89.87,96.22,7.28,29.97,82.36,274.35,7.39
Groundnut,0.0,42.61,76.57,5.77,25.96,54.64,72.3,1.15
Tomato,162.02,69.12,63.93,7.88,24.39,64.23,190.6,2.42
Maize,199.89,52.59,78.6,6.9,31.46,84.02,123.37,3.35
Groundnut,0.0,29.06,23.93,6.45,27.17,58.33,107.31,1.32
Groundnut,50.05,71.88,76.4,6.19,24.39,66.14,42.79,1.02
Groundnut,59.98,47.52,15.84,5.46,27.24,71.42,156.43,1.22
Soybean,140.27,57.9,47.23,5.22,23.76,78.52,208.2,1.56
Maize,163.87,90.94,50.22,5.66,26.24,72.61,132.63,3.59
Groundnut,0.0,0.0,60.54,6.2,34.99,68.57,82.29,0.97
Onion,116.99,69.34,56.45,7.35,20.52,55.03,96.76,1.79
Onion,63.95,23.27,58.95,6.6,21.17,61.4,176.03,1.83
Wheat,82.88,49.34,77.0,7.3,19.79,48.62,115.87,2.45
Groundnut,38.31,84.07,26.26,5.69,26.46,70.32,27.66,1.66
Sugarcane,194.84,85.31,68.0,7.55,29.14,76.71,204.96,7.27
Potato,135.4,77.99,86.61,5.23,31.64,61.37,159.07,1.86
Wheat,60.09,61.96,63.49,7.63,22.0,58.5,102.52,2.87
Cotton,127.87,25.07,70.76,7.07,26.27,62.72,161.59,2.08
Potato,141.57,109.98,118.66,6.04,9.85,78.44,184.9,1.62
Sugarcane,207.56,91.67,95.58,6.75,29.26,88.92,227.68,7.86
Maize,125.81,85.18,50.03,6.98,25.04,71.42,51.62,3.34
Wheat,132.51,19.13,49.39,6.97,15.86,53.08,163.58,2.71
Rice,51.25,28.5,25.37,5.29,28.71,89.35,250.83,2.64
Cotton,62.45,50.43,86.59,7.08,29.45,66.42,83.04,2.12
Soybean,129.04,56.06,24.65,6.17,21.31,73.57,85.2,1.73
Tomato,97.92,17.53,86.13,6.57,26.59,63.27,81.02,2.57
Soybean,125.57,60.22,58.49,6.34,18.28,79.67,175.42,1.94
Sugarcane,194.54,111.94,117.88,8.01,34.94,75.64,184.59,7.42
Maize,157.7,84.18,77.08,6.75,35.5,47.41,200.97,3.21
Groundnut,0.0,45.96,10.86,6.12,27.17,71.19,24.62,1.34
Tomato,122.94,80.58,71.36,5.83,17.91,57.08,143.89,2.98
Groundnut,13.05,62.58,9.53,6.29,30.34,45.52,89.81,1.44
Sugarcane,111.99,126.71,107.07,7.56,27.94,57.77,276.7,6.71
Maize,150.96,91.75,65.24,7.76,25.77,58.09,170.58,3.66
Potato,180.48,50.66,100.17,6.8,16.8,84.31,174.66,2.4
Onion,75.71,33.89,50.41,6.03,20.65,67.53,189.23,1.8
Potato,168.76,103.29,80.71,5.92,30.13,74.21,205.82,2.3
Potato,105.66,86.21,102.93,6.16,14.23,63.83,126.2,2.22
Cotton,135.55,86.35,97.93,7.43,22.98,50.91,130.5,1.74
Potato,167.32,94.41,110.73,6.51,13.48,84.33,115.22,2.06
Rice,95.96,64.32,49.76,6.51,29.55,81.36,143.7,2.64
Wheat,117.64,61.6,60.23,7.34,18.92,65.63,142.77,3.3
Soybean,82.42,106.81,57.04,6.39,21.5,55.57,80.43,1.65
Onion,111.84,39.48,53.74,7.44,21.56,85.79,41.21,1.76
Potato,133.82,98.73,55.2,5.28,17.46,90.51,161.29,1.88
Sugarcane,164.09,133.46,87.58,6.73,37.39,85.11,313.7,6.71
Sugarcane,154.25,102.66,106.7,7.38,37.39,57.66,292.98,7.03
Tomato,145.67,50.5,63.72,6.2,16.77,70.4,81.37,2.76
Groundnut,49.2,83.76,47.33,6.46,34.0,53.72,25.59,1.29
Rice,37.32,89.08,69.11,7.58,28.31,85.51,177.03,2.26
Rice,43.53,0.0,24.19,5.77,35.39,98.16,129.85,2.58
Cotton,128.54,18.6,62.19,6.71,31.74,42.71,115.06,1.9
Potato,164.2,75.66,89.3,5.89,28.18,70.83,97.95,2.37
Tomato,115.69,31.7,124.63,6.32,22.11,71.6,206.51,2.11
Potato,158.28,121.75,102.57,5.38,14.91,77.07,216.54,2.12
Cotton,124.8,21.29,41.13,6.76,35.19,55.69,134.49,2.02
Onion,133.28,37.8,63.77,6.38,31.92,57.0,55.88,1.71
Rice,82.39,46.54,44.55,5.95,36.07,88.94,267.95,3.09
Wheat,132.5,63.95,82.56,7.58,20.97,44.82,238.98,2.74
Soybean,61.75,68.13,19.78,7.03,18.64,67.79,142.22,2.01
Maize,153.2,82.7,49.44,6.78,25.43,63.11,95.67,3.65
Cotton,107.34,45.02,66.88,6.84,23.68,50.07,104.66,2.36
Groundnut,41.8,46.39,19.41,5.5,39.99,48.7,74.07,1.5
Soybean,90.83,70.42,41.15,6.62,26.31,66.88,142.27,2.23
Groundnut,29.33,49.69,61.36,6.68,34.92,42.44,145.26,1.68
Rice,53.43,45.03,61.02,6.09,30.21,88.71,146.45,2.83
Soybean,89.03,44.08,32.42,6.43,30.01,76.44,86.93,2.03
Rice,54.92,7.8,32.66,7.06,31.28,79.98,179.16,2.64
Tomato,123.26,38.63,73.04,6.39,17.24,61.62,140.53,2.71
Onion,90.74,31.77,81.54,6.38,23.26,60.12,101.81,1.75
Sugarcane,158.89,99.87,123.81,8.08,29.35,75.42,360.57,7.41
Groundnut,11.48,37.62,59.13,5.69,32.44,63.34,125.89,1.28
Onion,81.11,79.24,45.07,6.59,21.6,66.93,48.46,1.57
Cotton,81.46,66.91,52.28,6.12,18.16,40.3,188.08,2.04
Wheat,135.04,70.73,61.12,6.96,25.22,61.46,219.95,2.85
Soybean,61.47,50.06,35.45,7.11,23.97,62.02,145.99,1.89
Onion,108.84,87.8,68.26,6.81,14.96,60.0,135.55,1.34
Potato,214.23,80.29,100.98,5.67,20.48,63.42,258.24,2.42
Onion,129.53,22.19,54.11,7.4,24.97,54.98,67.5,1.54
Cotton,81.9,80.58,31.58,7.33,21.54,45.39,19.51,1.75
Tomato,165.32,65.3,56.03,7.01,30.16,71.04,221.74,2.6
Tomato,140.48,43.93,92.55,6.61,26.6,63.15,126.4,2.51
Wheat,55.59,79.97,29.95,7.05,21.67,63.27,135.85,2.33
Maize,164.13,84.7,84.67,6.92,25.32,55.93,201.8,3.5
Wheat,114.23,70.89,54.15,7.34,24.56,68.99,155.89,2.57
Soybean,61.64,71.9,98.98,6.33,28.28,64.44,81.3,1.54
Groundnut,0.0,77.07,0.0,6.07,21.11,51.16,168.83,0.99
Groundnut,1.04,38.21,24.69,6.18,27.86,78.96,4.18,1.19
Onion,90.53,68.93,57.1,7.1,23.73,55.68,160.56,1.9
Groundnut,57.47,75.28,48.35,6.94,28.89,57.81,99.67,1.24
Maize,134.42,102.64,55.93,6.85,26.94,94.8,123.41,3.28
Sugarcane,158.58,95.35,104.91,6.97,27.3,76.42,224.89,7.51
Tomato,153.43,73.54,97.62,7.04,25.41,68.41,81.39,2.49
Onion,84.29,64.63,56.94,7.15,16.2,79.32,78.65,1.52
Soybean,66.82,109.68,42.25,6.34,25.04,68.51,90.93,1.82
Onion,132.27,56.29,27.78,6.63,19.24,65.53,166.52,1.61
Rice,77.36,75.55,57.52,6.79,37.79,84.9,100.67,2.83
Rice,32.24,49.04,5.73,6.27,26.18,72.3,182.56,2.69
Rice,58.58,50.9,20.69,6.41,29.62,70.03,134.41,2.96
Maize,183.69,68.42,40.85,6.88,25.28,67.43,53.59,3.37
Groundnut,4.64,53.02,43.72,6.52,28.29,46.99,172.35,1.62
Potato,112.25,86.65,88.09,6.07,23.27,96.3,187.56,2.26
Onion,89.81,53.64,77.2,6.78,17.57,48.8,125.65,1.77
Potato,130.62,100.52,91.56,5.93,17.92,71.49,161.79,2.53
Maize,115.73,79.77,53.44,6.88,29.36,65.49,204.01,3.76
Tomato,104.87,65.98,74.98,6.43,22.39,74.71,124.08,2.9
Onion,99.47,17.92,50.63,6.83,23.21,59.06,40.23,1.88
Maize,141.79,73.42,44.37,6.8,22.75,55.32,203.69,3.68
Groundnut,34.92,58.21,28.26,5.6,39.13,54.72,131.17,1.92
Tomato,143.7,53.99,78.66,6.08,28.41,75.66,94.28,2.54
Groundnut,0.0,69.73,42.41,6.31,22.89,45.36,148.13,1.25
Maize,177.22,62.28,45.26,7.16,28.66,72.98,165.24,3.77
Soybean,113.27,57.9,39.73,7.17,22.73,76.29,127.08,1.52
Tomato,153.86,4.84,40.32,6.76,26.64,63.62,127.39,1.67
